kod,year_month,total_sales,balance
ЦБ002958,2022-06,11.0,19.0
ЦБ002958,2022-07,-3.0,10.0
ЦБ002958,2022-09,2.0,6.0
ЦБ002958,2022-10,2.0,6.0
ЦБ002958,2022-11,2.0,12.0
ЦБ002958,2023-08,2.0,4.0
ЦБ002958,2023-09,4.0,6.0
ЦБ002958,2023-10,4.0,12.0
ЦБ002958,2024-02,3.0,6.0
ЦБ002958,2024-03,4.0,13.0
ЦБ002958,2024-05,2.0,4.0
ЦБ002958,2024-07,4.0,8.0
ЦБ002959,2022-07,1.0,0.0
ЦБ002960,2022-07,1.0,0.0
ЦБ002977,2022-03,1.0,1.0
ЦБ002977,2022-08,1.0,2.0
ЦБ002977,2022-10,1.0,1.0
ЦБ002977,2023-04,1.0,1.0
ЦБ002977,2023-06,1.0,2.0
ЦБ002977,2023-07,1.0,2.0
ЦБ002977,2024-02,2.0,4.0
ЦБ002977,2024-06,1.0,2.0
ЦБ002978,2022-03,1.0,1.0
ЦБ002978,2024-02,2.0,4.0
ЦБ002978,2024-03,1.0,4.0
ЦБ002988,2022-05,1.0,2.0
ЦБ002988,2022-07,1.0,1.0
ЦБ002988,2023-05,1.0,2.0
ЦБ002988,2024-05,1.0,2.0
ЦБ002997,2023-10,1.0,0.0
ЦБ003001,2022-08,1.0,0.0
ЦБ003011,2023-04,1.0,3.0
ЦБ003011,2023-05,1.0,3.0
ЦБ003011,2023-06,1.0,1.0
ЦБ003011,2023-08,1.0,1.0
ЦБ003011,2023-10,1.0,1.0
ЦБ003011,2024-04,1.0,1.0
ЦБ003011,2024-05,1.0,1.0
ЦБ003012,2023-08,1.0,0.0
ЦБ003013,2022-04,1.0,2.0
ЦБ003024,2022-01,1.0,0.0
ЦБ003024,2022-02,1.0,2.0
ЦБ003024,2022-09,1.0,2.0
ЦБ003024,2022-10,1.0,0.0
ЦБ003024,2022-11,1.0,1.0
ЦБ003024,2023-06,1.0,3.0
ЦБ003024,2023-10,1.0,2.0
ЦБ003024,2023-11,1.0,3.0
ЦБ003024,2024-04,1.0,3.0
ЦБ003025,2023-09,3.0,2.0
ЦБ003025,2024-01,1.0,1.0
ЦБ003026,2022-04,1.0,1.0
ЦБ003026,2024-03,0.0,1.0
ЦБ003033,2023-12,1.0,14.0
ЦБ003034,2022-07,1.0,0.0
ЦБ003035,2024-02,1.0,8.0
ЦБ003035,2024-05,1.0,6.0
ЦБ003035,2024-06,1.0,6.0
ЦБ003035,2024-08,1.0,
ЦБ003040,2022-02,3.0,3.0
ЦБ003040,2022-03,2.0,2.0
ЦБ003040,2023-04,2.0,3.0
ЦБ003040,2023-05,1.0,4.0
ЦБ003040,2023-07,3.0,4.0
ЦБ003040,2023-08,3.0,4.0
ЦБ003040,2023-09,4.0,13.0
ЦБ003040,2023-10,2.0,10.0
ЦБ003040,2024-01,4.0,6.0
ЦБ003040,2024-03,3.0,9.0
ЦБ003040,2024-04,2.0,10.0
ЦБ003040,2024-07,2.0,4.0
ЦБ003041,2022-05,1.0,5.0
ЦБ003041,2023-05,1.0,3.0
ЦБ003041,2023-09,2.0,2.0
ЦБ003041,2023-10,1.0,4.0
ЦБ003041,2024-04,2.0,4.0
ЦБ003041,2024-07,1.0,5.0
ЦБ003042,2022-08,1.0,3.0
ЦБ003042,2023-04,1.0,3.0
ЦБ003042,2023-07,0.0,4.0
ЦБ003042,2023-08,4.0,6.0
ЦБ003042,2023-09,3.0,4.0
ЦБ003042,2024-03,2.0,2.0
ЦБ003042,2024-04,5.0,9.0
ЦБ003042,2024-05,2.0,8.0
ЦБ003042,2024-07,2.0,9.0
ЦБ003042,2024-08,1.0,
ЦБ003047,2023-11,1.0,0.0
ЦБ003048,2023-11,1.0,1.0
ЦБ003050,2022-06,2.0,3.0
ЦБ003050,2022-10,1.0,2.0
ЦБ003050,2022-12,2.0,2.0
ЦБ003050,2023-02,2.0,4.0
ЦБ003050,2023-03,2.0,4.0
ЦБ003050,2023-07,1.0,3.0
ЦБ003050,2024-02,1.0,3.0
ЦБ003053,2022-02,1.0,6.0
ЦБ003053,2022-04,1.0,5.0
ЦБ003053,2022-06,1.0,4.0
ЦБ003053,2022-08,2.0,2.0
ЦБ003053,2022-10,1.0,2.0
ЦБ003053,2022-11,1.0,4.0
ЦБ003053,2023-02,1.0,3.0
ЦБ003053,2023-09,1.0,1.0
ЦБ003053,2024-02,1.0,1.0
ЦБ003053,2024-03,1.0,1.0
ЦБ003053,2024-07,1.0,0.0
ЦБ003054,2022-02,2.0,4.0
ЦБ003054,2022-04,2.0,4.0
ЦБ003054,2022-06,1.0,2.0
ЦБ003054,2022-08,1.0,3.0
ЦБ003054,2022-09,1.0,3.0
ЦБ003054,2022-10,1.0,3.0
ЦБ003054,2022-11,1.0,3.0
ЦБ003054,2023-09,1.0,1.0
ЦБ003054,2023-11,1.0,3.0
ЦБ003054,2023-12,1.0,4.0
ЦБ003054,2024-03,1.0,1.0
ЦБ003054,2024-06,1.0,3.0
ЦБ003054,2024-07,1.0,1.0
ЦБ003057,2022-07,4.0,4.0
ЦБ003057,2022-09,1.0,3.0
ЦБ003057,2022-11,2.0,5.0
ЦБ003057,2022-12,2.0,4.0
ЦБ003057,2023-07,7.0,12.0
ЦБ003057,2023-08,7.0,12.0
ЦБ003057,2023-09,6.0,11.0
ЦБ003057,2023-10,2.0,10.0
ЦБ003057,2023-11,4.0,12.0
ЦБ003057,2023-12,2.0,10.0
ЦБ003057,2024-01,2.0,6.0
ЦБ003057,2024-06,1.0,9.0
ЦБ003059,2022-05,4.0,8.0
ЦБ003059,2022-07,1.0,9.0
ЦБ003059,2022-08,2.0,5.0
ЦБ003059,2022-10,1.0,4.0
ЦБ003059,2022-12,1.0,4.0
ЦБ003059,2023-02,2.0,4.0
ЦБ003059,2023-05,4.0,8.0
ЦБ003059,2023-07,2.0,6.0
ЦБ003059,2023-10,2.0,6.0
ЦБ003059,2024-03,2.0,2.0
ЦБ003059,2024-05,2.0,9.0
ЦБ003059,2024-06,1.0,2.0
ЦБ003059,2024-07,2.0,2.0
ЦБ003060,2022-04,1.0,4.0
ЦБ003060,2022-07,1.0,2.0
ЦБ003060,2022-08,1.0,3.0
ЦБ003060,2022-09,1.0,4.0
ЦБ003060,2022-11,3.0,6.0
ЦБ003060,2023-03,3.0,3.0
ЦБ003060,2023-04,4.0,7.0
ЦБ003060,2023-05,8.0,15.0
ЦБ003060,2023-06,1.0,12.0
ЦБ003060,2023-07,4.0,5.0
ЦБ003060,2023-08,3.0,6.0
ЦБ003060,2023-10,1.0,7.0
ЦБ003060,2023-11,2.0,6.0
ЦБ003060,2024-03,1.0,7.0
ЦБ003060,2024-04,1.0,9.0
ЦБ003060,2024-05,1.0,3.0
ЦБ003060,2024-06,3.0,2.0
ЦБ003060,2024-07,5.0,6.0
ЦБ003062,2022-03,1.0,1.0
ЦБ003062,2022-05,1.0,1.0
ЦБ003062,2022-06,-1.0,1.0
ЦБ003065,2023-10,1.0,0.0
ЦБ003066,2022-06,0.0,2.0
ЦБ003066,2024-06,1.0,1.0
ЦБ003067,2022-01,1.0,4.0
ЦБ003067,2022-02,1.0,2.0
ЦБ003067,2022-04,2.0,3.0
ЦБ003067,2022-05,1.0,5.0
ЦБ003067,2022-06,2.0,6.0
ЦБ003067,2022-11,1.0,2.0
ЦБ003067,2022-12,2.0,4.0
ЦБ003067,2023-02,1.0,2.0
ЦБ003067,2023-03,1.0,4.0
ЦБ003067,2023-04,2.0,4.0
ЦБ003067,2023-09,2.0,2.0
ЦБ003067,2023-10,2.0,4.0
ЦБ003067,2023-12,2.0,2.0
ЦБ003067,2024-01,1.0,3.0
ЦБ003067,2024-02,2.0,3.0
ЦБ003067,2024-03,1.0,3.0
ЦБ003067,2024-05,1.0,5.0
ЦБ003067,2024-07,1.0,4.0
ЦБ003083,2022-02,1.0,4.0
ЦБ003083,2022-03,1.0,3.0
ЦБ003083,2022-04,2.0,5.0
ЦБ003083,2022-08,2.0,4.0
ЦБ003083,2022-10,4.0,3.0
ЦБ003083,2022-12,3.0,4.0
ЦБ003083,2023-02,2.0,4.0
ЦБ003083,2023-09,2.0,4.0
ЦБ003083,2023-11,1.0,3.0
ЦБ003083,2024-03,1.0,2.0
ЦБ003083,2024-07,2.0,0.0
ЦБ003085,2023-04,1.0,4.0
ЦБ003085,2023-06,1.0,1.0
ЦБ003092,2022-01,2.0,7.0
ЦБ003092,2022-02,2.0,5.0
ЦБ003092,2022-03,1.0,1.0
ЦБ003092,2022-04,2.0,2.0
ЦБ003092,2022-05,4.0,5.0
ЦБ003092,2022-06,2.0,1.0
ЦБ003092,2022-07,3.0,8.0
ЦБ003092,2022-08,3.0,11.0
ЦБ003092,2022-09,1.0,9.0
ЦБ003092,2022-10,4.0,13.0
ЦБ003092,2022-12,2.0,3.0
ЦБ003092,2023-01,2.0,4.0
ЦБ003092,2023-02,1.0,6.0
ЦБ003092,2023-03,5.0,8.0
ЦБ003092,2023-04,4.0,9.0
ЦБ003092,2023-05,4.0,12.0
ЦБ003092,2023-06,1.0,4.0
ЦБ003092,2023-07,4.0,6.0
ЦБ003092,2023-08,7.0,13.0
ЦБ003092,2023-09,1.0,15.0
ЦБ003092,2023-10,2.0,7.0
ЦБ003092,2023-12,2.0,7.0
ЦБ003092,2024-02,6.0,13.0
ЦБ003092,2024-03,3.0,11.0
ЦБ003092,2024-04,3.0,7.0
ЦБ003092,2024-06,1.0,7.0
ЦБ003092,2024-07,2.0,10.0
ЦБ003098,2022-02,8.0,0.0
ЦБ003099,2022-01,1.0,3.0
ЦБ003099,2022-02,1.0,6.0
ЦБ003099,2022-04,1.0,3.0
ЦБ003099,2022-05,2.0,3.0
ЦБ003099,2022-07,1.0,2.0
ЦБ003099,2022-08,1.0,4.0
ЦБ003099,2022-11,2.0,3.0
ЦБ003099,2022-12,1.0,1.0
ЦБ003105,2023-05,1.0,1.0
ЦБ003105,2023-12,1.0,0.0
ЦБ003107,2022-06,1.0,2.0
ЦБ003107,2022-12,1.0,0.0
ЦБ003107,2023-01,1.0,2.0
ЦБ003107,2023-04,1.0,1.0
ЦБ003107,2023-07,1.0,3.0
ЦБ003107,2023-08,0.0,5.0
ЦБ003107,2023-09,1.0,2.0
ЦБ003107,2023-10,2.0,4.0
ЦБ003107,2023-11,4.0,8.0
ЦБ003107,2023-12,2.0,7.0
ЦБ003107,2024-01,1.0,3.0
ЦБ003107,2024-07,1.0,1.0
ЦБ003108,2024-04,1.0,1.0
ЦБ003109,2022-01,1.0,5.0
ЦБ003109,2022-07,1.0,4.0
ЦБ003109,2022-11,2.0,2.0
ЦБ003109,2023-11,1.0,1.0
ЦБ003117,2023-02,1.0,2.0
ЦБ003117,2023-11,2.0,0.0
ЦБ003118,2022-05,1.0,1.0
ЦБ003118,2023-04,1.0,0.0
ЦБ003122,2024-05,6.0,193.0
ЦБ003124,2023-07,3.0,0.0
ЦБ003124,2023-09,-3.0,3.0
ЦБ003126,2023-08,2.0,11.0
ЦБ003127,2022-01,1.0,18.0
ЦБ003127,2022-03,1.0,10.0
ЦБ003127,2022-04,2.0,9.0
ЦБ003127,2022-05,1.0,6.0
ЦБ003127,2022-06,3.0,5.0
ЦБ003127,2022-07,3.0,6.0
ЦБ003127,2022-08,1.0,11.0
ЦБ003127,2022-09,3.0,20.0
ЦБ003127,2022-10,1.0,9.0
ЦБ003127,2022-11,1.0,7.0
ЦБ003127,2022-12,2.0,5.0
ЦБ003127,2023-01,2.0,4.0
ЦБ003127,2023-03,5.0,4.0
ЦБ003127,2023-04,2.0,7.0
ЦБ003127,2023-06,1.0,3.0
ЦБ003127,2023-07,6.0,10.0
ЦБ003127,2023-08,2.0,7.0
ЦБ003127,2023-09,1.0,5.0
ЦБ003127,2023-10,1.0,5.0
ЦБ003127,2023-11,2.0,4.0
ЦБ003127,2023-12,4.0,8.0
ЦБ003127,2024-01,4.0,12.0
ЦБ003127,2024-02,2.0,5.0
ЦБ003127,2024-03,1.0,9.0
ЦБ003127,2024-04,3.0,10.0
ЦБ003127,2024-05,7.0,13.0
ЦБ003127,2024-06,7.0,17.0
ЦБ003127,2024-07,1.0,7.0
ЦБ003131,2023-10,1.0,7.0
ЦБ003131,2024-06,1.0,6.0
ЦБ003132,2022-06,1.0,1.0
ЦБ003135,2024-05,1.0,0.0
ЦБ003136,2022-04,1.0,1.0
ЦБ003136,2023-07,1.0,0.0
ЦБ003146,2023-08,1.0,0.0
ЦБ003146,2023-11,1.0,2.0
ЦБ003149,2022-02,3.0,0.0
ЦБ003151,2024-05,1.0,1.0
ЦБ003153,2023-03,1.0,0.0
ЦБ003155,2022-02,1.0,4.0
ЦБ003155,2022-04,1.0,2.0
ЦБ003155,2022-08,1.0,3.0
ЦБ003155,2022-11,1.0,3.0
ЦБ003155,2023-02,1.0,3.0
ЦБ003155,2023-05,3.0,4.0
ЦБ003155,2023-06,1.0,4.0
ЦБ003155,2023-10,2.0,5.0
ЦБ003155,2023-11,1.0,5.0
ЦБ003155,2024-04,1.0,2.0
ЦБ003155,2024-07,1.0,2.0
ЦБ003165,2023-06,1.0,0.0
ЦБ003170,2022-04,1.0,0.0
ЦБ003170,2022-11,1.0,2.0
ЦБ003170,2023-05,1.0,2.0
ЦБ003170,2023-08,1.0,1.0
ЦБ003170,2023-10,2.0,4.0
ЦБ003170,2023-11,1.0,4.0
ЦБ003170,2023-12,1.0,3.0
ЦБ003170,2024-03,1.0,3.0
ЦБ003170,2024-04,1.0,3.0
ЦБ003170,2024-07,1.0,5.0
ЦБ003173,2023-05,2.0,8.0
ЦБ003174,2022-05,2.0,4.0
ЦБ003174,2023-10,2.0,2.0
ЦБ003175,2022-09,1.0,24.0
ЦБ003175,2023-05,1.0,23.0
ЦБ003175,2023-12,1.0,22.0
ЦБ003177,2022-09,2.0,0.0
ЦБ003179,2022-02,1.0,7.0
ЦБ003179,2022-03,2.0,6.0
ЦБ003179,2022-04,1.0,4.0
ЦБ003179,2022-05,2.0,5.0
ЦБ003179,2022-06,2.0,3.0
ЦБ003179,2022-07,5.0,3.0
ЦБ003179,2022-08,1.0,8.0
ЦБ003179,2022-09,2.0,7.0
ЦБ003179,2022-11,1.0,3.0
ЦБ003179,2023-03,2.0,2.0
ЦБ003179,2023-04,1.0,6.0
ЦБ003179,2023-05,3.0,8.0
ЦБ003179,2023-06,1.0,4.0
ЦБ003179,2023-07,1.0,5.0
ЦБ003179,2023-08,1.0,3.0
ЦБ003179,2023-09,2.0,5.0
ЦБ003180,2022-07,1.0,0.0
ЦБ003187,2022-09,1.0,0.0
ЦБ003189,2022-07,2.0,1.0
ЦБ003189,2023-03,1.0,0.0
ЦБ003190,2024-07,1.0,4.0
ЦБ003191,2022-03,1.0,4.0
ЦБ003191,2023-05,1.0,3.0
ЦБ003192,2023-05,1.0,0.0
ЦБ003198,2022-11,1.0,0.0
ЦБ003199,2024-01,1.0,1.0
ЦБ003200,2024-01,1.0,0.0
ЦБ003258,2022-11,2.0,1.0
ЦБ003262,2024-03,1.0,1.0
ЦБ003281,2022-02,1.0,5.0
ЦБ003281,2022-03,1.0,5.0
ЦБ003281,2022-04,2.0,7.0
ЦБ003281,2022-06,2.0,3.0
ЦБ003281,2022-07,2.0,5.0
ЦБ003281,2022-09,1.0,4.0
ЦБ003281,2022-10,2.0,3.0
ЦБ003281,2023-04,1.0,2.0
ЦБ003281,2023-09,2.0,6.0
ЦБ003281,2023-10,2.0,7.0
ЦБ003281,2023-11,3.0,5.0
ЦБ003281,2024-01,1.0,2.0
ЦБ003281,2024-04,1.0,5.0
ЦБ003287,2024-01,1.0,0.0
ЦБ003287,2024-03,-1.0,1.0
ЦБ003287,2024-05,1.0,0.0
ЦБ003300,2022-04,1.0,1.0
ЦБ003300,2022-09,1.0,0.0
ЦБ003301,2022-06,0.0,8.0
ЦБ003305,2022-01,1.0,4.0
ЦБ003305,2022-02,2.0,6.0
ЦБ003305,2022-06,1.0,5.0
ЦБ003305,2022-08,1.0,2.0
ЦБ003305,2022-09,2.0,3.0
ЦБ003305,2022-11,5.0,5.0
ЦБ003305,2022-12,3.0,6.0
ЦБ003305,2023-01,3.0,4.0
ЦБ003305,2023-02,2.0,6.0
ЦБ003305,2023-03,8.0,8.0
ЦБ003305,2023-04,3.0,15.0
ЦБ003305,2023-05,5.0,13.0
ЦБ003305,2023-06,8.0,12.0
ЦБ003305,2023-07,4.0,13.0
ЦБ003305,2023-08,5.0,11.0
ЦБ003305,2023-09,6.0,8.0
ЦБ003305,2023-10,3.0,12.0
ЦБ003305,2023-11,13.0,18.0
ЦБ003305,2023-12,3.0,15.0
ЦБ003305,2024-01,1.0,7.0
ЦБ003305,2024-02,6.0,13.0
ЦБ003305,2024-03,7.0,20.0
ЦБ003305,2024-04,4.0,9.0
ЦБ003305,2024-05,3.0,13.0
ЦБ003305,2024-06,5.0,11.0
ЦБ003305,2024-07,4.0,12.0
ЦБ003305,2024-08,1.0,5.0
ЦБ003311,2022-01,1.0,5.0
ЦБ003311,2022-07,1.0,2.0
ЦБ003311,2022-08,1.0,3.0
ЦБ003311,2022-11,2.0,4.0
ЦБ003311,2023-02,2.0,2.0
ЦБ003311,2023-03,2.0,5.0
ЦБ003311,2024-03,2.0,4.0
ЦБ003311,2024-07,1.0,1.0
ЦБ003320,2024-02,1.0,0.0
ЦБ003330,2022-04,1.0,4.0
ЦБ003330,2023-05,2.0,2.0
ЦБ003330,2023-08,1.0,1.0
ЦБ003330,2023-10,1.0,4.0
ЦБ003331,2022-09,0.0,3.0
ЦБ003332,2023-05,1.0,1.0
ЦБ003333,2022-08,1.0,4.0
ЦБ003333,2023-03,1.0,3.0
ЦБ003333,2023-08,2.0,1.0
ЦБ003333,2023-11,2.0,4.0
ЦБ003333,2024-03,1.0,2.0
ЦБ003333,2024-04,1.0,4.0
ЦБ003333,2024-06,1.0,5.0
ЦБ003337,2023-05,1.0,0.0
ЦБ003344,2022-11,1.0,0.0
ЦБ003347,2024-01,1.0,9.0
ЦБ003347,2024-05,1.0,8.0
ЦБ003351,2022-09,1.0,1.0
ЦБ003351,2023-07,1.0,1.0
ЦБ003351,2023-12,2.0,3.0
ЦБ003354,2022-01,3.0,13.0
ЦБ003354,2022-02,1.0,19.0
ЦБ003354,2022-03,1.0,10.0
ЦБ003354,2022-04,2.0,9.0
ЦБ003354,2022-05,1.0,8.0
ЦБ003354,2022-06,1.0,5.0
ЦБ003354,2022-07,2.0,5.0
ЦБ003354,2022-08,4.0,16.0
ЦБ003354,2022-09,3.0,21.0
ЦБ003354,2022-10,2.0,8.0
ЦБ003354,2022-11,3.0,7.0
ЦБ003354,2022-12,1.0,6.0
ЦБ003354,2023-01,1.0,6.0
ЦБ003354,2023-03,3.0,6.0
ЦБ003354,2023-04,1.0,3.0
ЦБ003354,2023-05,1.0,3.0
ЦБ003354,2023-07,1.0,1.0
ЦБ003354,2023-08,2.0,4.0
ЦБ003354,2023-10,4.0,9.0
ЦБ003354,2023-11,4.0,9.0
ЦБ003354,2023-12,2.0,7.0
ЦБ003354,2024-01,1.0,4.0
ЦБ003354,2024-04,2.0,5.0
ЦБ003354,2024-05,3.0,5.0
ЦБ003354,2024-06,2.0,6.0
ЦБ003354,2024-07,1.0,6.0
ЦБ003357,2023-12,2.0,0.0
ЦБ003361,2022-11,4.0,43.0
ЦБ003361,2022-12,2.0,42.0
ЦБ003361,2023-01,19.0,62.0
ЦБ003361,2023-03,6.0,22.0
ЦБ003361,2023-04,4.0,16.0
ЦБ003361,2023-05,2.0,15.0
ЦБ003361,2023-06,1.0,15.0
ЦБ003361,2023-09,1.0,15.0
ЦБ003361,2023-10,7.0,33.0
ЦБ003361,2023-12,36.0,51.0
ЦБ003361,2024-01,3.0,40.0
ЦБ003361,2024-02,13.0,63.0
ЦБ003361,2024-03,5.0,33.0
ЦБ003361,2024-05,7.0,24.0
ЦБ003370,2023-02,1.0,2.0
ЦБ003370,2023-11,1.0,2.0
ЦБ003371,2023-08,1.0,0.0
ЦБ003371,2023-09,1.0,0.0
ЦБ003375,2022-01,2.0,7.0
ЦБ003375,2022-05,1.0,5.0
ЦБ003375,2024-07,1.0,2.0
ЦБ003376,2022-01,6.0,75.0
ЦБ003376,2022-06,7.0,27.0
ЦБ003376,2022-07,6.0,17.0
ЦБ003376,2022-08,10.0,9.0
ЦБ003376,2022-09,8.0,7.0
ЦБ003376,2022-10,2.0,17.0
ЦБ003376,2022-11,10.0,30.0
ЦБ003376,2022-12,7.0,22.0
ЦБ003376,2023-01,8.0,56.0
ЦБ003376,2023-02,6.0,55.0
ЦБ003376,2023-03,1.0,35.0
ЦБ003376,2023-05,1.0,32.0
ЦБ003376,2023-06,2.0,25.0
ЦБ003376,2023-07,7.0,21.0
ЦБ003376,2023-08,4.0,21.0
ЦБ003376,2023-10,2.0,19.0
ЦБ003376,2023-12,9.0,46.0
ЦБ003376,2024-01,4.0,23.0
ЦБ003376,2024-02,3.0,23.0
ЦБ003376,2024-04,2.0,19.0
ЦБ003376,2024-05,2.0,3.0
ЦБ003376,2024-06,13.0,22.0
ЦБ003376,2024-07,4.0,42.0
ЦБ003378,2022-07,2.0,27.0
ЦБ003378,2022-09,2.0,23.0
ЦБ003378,2022-10,2.0,23.0
ЦБ003378,2022-12,1.0,17.0
ЦБ003378,2023-02,2.0,15.0
ЦБ003378,2023-07,1.0,14.0
ЦБ003378,2023-12,1.0,13.0
ЦБ003381,2022-01,1.0,49.0
ЦБ003381,2022-02,1.0,20.0
ЦБ003381,2022-03,4.0,17.0
ЦБ003381,2022-04,3.0,17.0
ЦБ003381,2022-06,2.0,13.0
ЦБ003381,2022-10,1.0,9.0
ЦБ003381,2022-11,3.0,9.0
ЦБ003381,2023-01,1.0,9.0
ЦБ003381,2023-02,1.0,11.0
ЦБ003381,2023-03,1.0,21.0
ЦБ003381,2023-04,7.0,38.0
ЦБ003381,2023-05,3.0,17.0
ЦБ003381,2023-06,1.0,16.0
ЦБ003381,2023-07,1.0,10.0
ЦБ003381,2023-08,6.0,26.0
ЦБ003381,2023-09,4.0,42.0
ЦБ003381,2023-10,4.0,20.0
ЦБ003381,2023-11,2.0,17.0
ЦБ003381,2023-12,3.0,17.0
ЦБ003381,2024-02,2.0,14.0
ЦБ003381,2024-03,1.0,12.0
ЦБ003381,2024-04,2.0,12.0
ЦБ003381,2024-06,1.0,11.0
ЦБ003382,2022-01,4.0,16.0
ЦБ003382,2022-02,1.0,15.0
ЦБ003382,2022-03,1.0,13.0
ЦБ003382,2022-04,2.0,7.0
ЦБ003382,2022-05,6.0,7.0
ЦБ003382,2022-07,2.0,4.0
ЦБ003382,2022-08,1.0,4.0
ЦБ003382,2022-12,2.0,19.0
ЦБ003382,2023-03,2.0,15.0
ЦБ003382,2023-08,2.0,13.0
ЦБ003382,2023-11,1.0,12.0
ЦБ003385,2022-01,1.0,4.0
ЦБ003385,2022-02,1.0,4.0
ЦБ003385,2022-05,1.0,2.0
ЦБ003385,2022-06,1.0,0.0
ЦБ003385,2022-07,2.0,0.0
ЦБ003385,2023-10,1.0,1.0
ЦБ003385,2024-05,1.0,5.0
ЦБ003387,2023-01,1.0,23.0
ЦБ003387,2023-11,1.0,12.0
ЦБ003387,2024-06,2.0,10.0
ЦБ003388,2022-01,1.0,0.0
ЦБ003388,2023-12,1.0,1.0
ЦБ003389,2022-05,1.0,31.0
ЦБ003389,2022-07,1.0,30.0
ЦБ003389,2023-06,1.0,12.0
ЦБ003389,2024-04,1.0,11.0
ЦБ003389,2024-07,3.0,8.0
ЦБ003390,2024-02,1.0,24.0
ЦБ003416,2023-03,1.0,0.0
ЦБ003421,2022-02,1.0,4.0
ЦБ003421,2022-05,2.0,6.0
ЦБ003421,2022-08,4.0,8.0
ЦБ003421,2022-09,4.0,8.0
ЦБ003421,2023-07,2.0,4.0
ЦБ003421,2023-08,2.0,8.0
ЦБ003421,2023-11,4.0,8.0
ЦБ003421,2024-01,4.0,8.0
ЦБ003421,2024-03,2.0,2.0
ЦБ003421,2024-05,2.0,0.0
ЦБ003421,2024-06,4.0,11.0
ЦБ003421,2024-07,1.0,15.0
ЦБ003425,2024-07,2.0,0.0
ЦБ003428,2023-04,1.0,0.0
ЦБ003429,2022-07,1.0,0.0
ЦБ003450,2022-01,4.0,4.0
ЦБ003450,2022-09,1.0,2.0
ЦБ003450,2023-07,1.0,2.0
ЦБ003450,2023-10,2.0,0.0
ЦБ003458,2022-04,36.0,75.0
ЦБ003458,2022-05,3.0,44.0
ЦБ003458,2022-12,5.0,39.0
ЦБ003458,2023-03,1.0,38.0
ЦБ003458,2023-09,18.0,20.0
ЦБ003458,2023-12,5.0,5.0
ЦБ003458,2024-01,18.0,22.0
ЦБ003458,2024-03,20.0,36.0
ЦБ003460,2022-05,1.0,20.0
ЦБ003460,2022-06,1.0,20.0
ЦБ003460,2022-08,3.0,12.0
ЦБ003460,2022-09,5.0,10.0
ЦБ003460,2022-10,2.0,8.0
ЦБ003460,2022-11,2.0,5.0
ЦБ003460,2022-12,3.0,4.0
ЦБ003460,2023-01,1.0,5.0
ЦБ003460,2023-02,1.0,7.0
ЦБ003460,2023-04,3.0,2.0
ЦБ003460,2023-05,4.0,14.0
ЦБ003460,2023-06,2.0,17.0
ЦБ003460,2023-07,3.0,7.0
ЦБ003460,2023-10,3.0,12.0
ЦБ003460,2023-11,2.0,22.0
ЦБ003460,2024-01,3.0,8.0
ЦБ003460,2024-02,1.0,7.0
ЦБ003460,2024-03,1.0,5.0
ЦБ003460,2024-04,2.0,3.0
ЦБ003460,2024-05,2.0,11.0
ЦБ003460,2024-07,2.0,9.0
ЦБ003462,2022-03,1.0,1.0
ЦБ003462,2023-01,1.0,1.0
ЦБ003462,2023-02,2.0,2.0
ЦБ003462,2023-07,1.0,1.0
ЦБ003462,2023-09,1.0,2.0
ЦБ003462,2023-11,2.0,4.0
ЦБ003462,2024-03,1.0,1.0
ЦБ003462,2024-07,1.0,2.0
ЦБ003471,2022-10,1.0,13.0
ЦБ003473,2022-07,1.0,1.0
ЦБ003473,2023-04,1.0,2.0
ЦБ003473,2023-12,1.0,0.0
ЦБ003473,2024-06,1.0,2.0
ЦБ003474,2022-01,1.0,3.0
ЦБ003474,2022-04,1.0,2.0
ЦБ003474,2022-10,1.0,1.0
ЦБ003474,2022-12,1.0,1.0
ЦБ003474,2023-05,0.0,1.0
ЦБ003474,2023-12,2.0,1.0
ЦБ003474,2024-01,2.0,3.0
ЦБ003475,2022-01,1.0,6.0
ЦБ003475,2022-03,1.0,4.0
ЦБ003475,2022-04,3.0,8.0
ЦБ003475,2022-05,1.0,4.0
ЦБ003475,2022-07,2.0,4.0
ЦБ003475,2022-10,2.0,3.0
ЦБ003475,2022-11,1.0,5.0
ЦБ003475,2023-04,2.0,4.0
ЦБ003475,2023-06,3.0,6.0
ЦБ003475,2023-08,1.0,1.0
ЦБ003475,2023-10,1.0,3.0
ЦБ003475,2023-12,2.0,5.0
ЦБ003475,2024-01,1.0,6.0
ЦБ003475,2024-03,1.0,3.0
ЦБ003475,2024-05,1.0,3.0
ЦБ003475,2024-07,1.0,2.0
ЦБ003479,2022-07,1.0,2.0
ЦБ003479,2024-07,1.0,1.0
ЦБ003483,2022-04,1.0,1.0
ЦБ003483,2022-08,1.0,2.0
ЦБ003483,2022-11,1.0,2.0
ЦБ003483,2023-03,1.0,2.0
ЦБ003483,2023-10,1.0,1.0
ЦБ003483,2023-12,1.0,1.0
ЦБ003483,2024-02,1.0,1.0
ЦБ003483,2024-04,1.0,1.0
ЦБ003483,2024-07,1.0,1.0
ЦБ003484,2024-03,1.0,0.0
ЦБ003485,2022-03,1.0,1.0
ЦБ003485,2022-04,1.0,3.0
ЦБ003485,2022-05,1.0,1.0
ЦБ003485,2022-07,1.0,6.0
